año;rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;id_region;region;rubro_vu;entrada_salida;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;subcapitulo_ler;nombre_ler;id_vu_trazabilidad;nombre_establecimiento_trazabilidad;razon_social_trazabilidad;rut_razon_social_trazabilidad;comuna_trazabilidad;id_comuna_trazabilidad;region_trazabilidad
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;1;105,56;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Independencia;13108;Metropolitana de Santiago
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;1;114,61;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Independencia;13108;Metropolitana de Santiago
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;2;5;Reciclaje de papel, cartón y productos de papel;16;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;1903;DYNAL INDUSTRIAL S.A.;DYNAL INDUSTRIAL S A;92264000-9;Estación Central;13106;Metropolitana de Santiago
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;2;7,44;Reciclaje de plásticos;18;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;5459831;INDUSTRIA PROCESADORA DE PLASTICOS LIMITADA;INDUSTRIA PROCESADORA DE PLASTICOS SPA;76073260-5;La Pintana;13112;Metropolitana de Santiago
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;2;10;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;1903;DYNAL INDUSTRIAL S.A.;DYNAL INDUSTRIAL S A;92264000-9;Estación Central;13106;Metropolitana de Santiago
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;2;10;Reciclaje de papel, cartón y productos de papel;16;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;1903;DYNAL INDUSTRIAL S.A.;DYNAL INDUSTRIAL S A;92264000-9;Estación Central;13106;Metropolitana de Santiago
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;2;14,31;Reciclaje de papel, cartón y productos de papel;16;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;5459117;SOREPA CARLOS VALDOVINOS;SOC RECUPERADORA DE PAPEL SPA;86359300-K;San Joaquín;13129;Metropolitana de Santiago
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;2;50,022;Reciclaje de papel, cartón y productos de papel;16;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;5464995;COMERCIAL RIO ACONCAGUA SPA;COMERCIAL RIO ACONCAGUA SPA;76245144-1;Quilicura;13125;Metropolitana de Santiago
2023;I.R.A.R;5475229;POLIPLAS LTDA;SOCIEDAD COMERCIALIZADORA DE EXCEDENTES INDUSTRIALES            POLIPLAS LIMITADA;77320250-8;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-33,40721655;-70,67617649;13108;Independencia;Santiago;13;Metropolitana de Santiago;Gestores de residuos;2;65;Preparación para reutilización;7;Valorización;2;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;1903;DYNAL INDUSTRIAL S.A.;DYNAL INDUSTRIAL S A;92264000-9;Estación Central;13106;Metropolitana de Santiago
2023;I.R.A.R;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-33,33761727;-70,72071886;13125;Quilicura;Santiago;13;Metropolitana de Santiago;Gestores de residuos;1;0,004;Relleno sanitario;11;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);19 02 99 | Residuos no especificados en otra categoría;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Quilicura;13125;Metropolitana de Santiago
2023;I.R.A.R;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-33,33761727;-70,72071886;13125;Quilicura;Santiago;13;Metropolitana de Santiago;Gestores de residuos;1;0,072;Relleno sanitario;11;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Quilicura;13125;Metropolitana de Santiago
2023;I.R.A.R;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-33,33761727;-70,72071886;13125;Quilicura;Santiago;13;Metropolitana de Santiago;Gestores de residuos;1;0,584;Relleno sanitario;11;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;03 | Lotes de productos fuera de especificación y productos no utilizados;16 03 04 | Residuos inorgánicos distintos de los especificados en el código 16 03 03;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Quilicura;13125;Metropolitana de Santiago
2023;I.R.A.R;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-33,33761727;-70,72071886;13125;Quilicura;Santiago;13;Metropolitana de Santiago;Gestores de residuos;1;51,054;Relleno sanitario;11;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;01 | Residuos de la incineración o pirólisis de residuos;19 01 99 | Residuos no especificados en otra categoría;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Quilicura;13125;Metropolitana de Santiago
2023;I.R.A.R;9604;PROCESOS SANITARIOS;PROCESOS SANITARIOS SPA;96697710-8;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-33,33761727;-70,72071886;13125;Quilicura;Santiago;13;Metropolitana de Santiago;Gestores de residuos;2;4057,254;Relleno sanitario;11;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);19 02 99 | Residuos no especificados en otra categoría;5458093;ESTACION DE TRANSFERENCIA CERRO LOS CONDORES;GESTION ECOLOGICA DE RESIDUOS S A;96722440-5;Quilicura;13125;Metropolitana de Santiago
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,01;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;07 | Residuos de procesos químicos orgánicos;02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales;07 02 13 | Residuos de plástico;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,01;Pretratamiento de plásticos;45;Recolección;5;07 | Residuos de procesos químicos orgánicos;02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales;07 02 13 | Residuos de plástico;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,09;Pretratamiento de Metales;44;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 04 | Envases metálicos;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,09;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 04 | Envases metálicos;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,36;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,36;Pretratamiento de plásticos;45;Recolección;5;17 | Residuos de la construcción y demolición;02 | Madera, vidrio y plástico;17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,37;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 99 | Residuos no especificados en otra categoría;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,37;Pretratamiento de plásticos;45;Recolección;5;12 | Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;01 | Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;12 01 99 | Residuos no especificados en otra categoría;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,42;Pretratamiento de plásticos;45;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 99 | Residuos municipales no especificados en otra categoría;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,61;Pretratamiento de plásticos;45;Recolección;5;01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;01 | Residuos de la extracción de minerales;01 01 01 | Residuos de la extracción de minerales metálicos;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,61;Reciclaje de plásticos;18;Valorización;2;01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;01 | Residuos de la extracción de minerales;01 01 01 | Residuos de la extracción de minerales metálicos;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;0,74;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;1,1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 07 | Metales mezclados;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;1,123;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 07 | Metales mezclados;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;1,6;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;12 | Residuos del tratamiento mecánico de residuos (por ejemplo, clasificación, trituración, compactación, peletización) no especificados en otra categoría;19 12 01 | Papel y cartón;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;1,734;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 02 | Envases de plástico;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;1,746;Pretratamiento de plásticos;45;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 02 | Envases de plástico;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;2,21;Pretratamiento de Metales;44;Recolección;5;01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;01 | Residuos de la extracción de minerales;01 01 01 | Residuos de la extracción de minerales metálicos;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;2,93;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;01 | Residuos de la extracción de minerales;01 01 01 | Residuos de la extracción de minerales metálicos;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;3,743;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;8,453;Pretratamiento de plásticos;45;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;15,02;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 99 | Residuos municipales no especificados en otra categoría;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;17,09;Pretratamiento de Metales;44;Recolección;5;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 02 | Aluminio;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;18,199;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 02 | Aluminio;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;18,84;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
2023;I.R.A.R;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de papel;E383002;-27,40725744;-70,26638752;3101;Copiapó;Copiapó;3;Atacama;Gestores de residuos;1;56,5;Pretratamiento de Metales;44;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales;5472639;PUNTO ECO;MARIO ENRIQUE ESPEJO PAREDES;6959040-3;Copiapó;3101;Atacama
